Customer_ID,Age,Gender,City,Membership_Type,Avg_Spend,Purchase_Frequency,Preferred_Category
CUST100062,43,Other,Hyderabad,Gold,21069.46,13,Grocery
CUST100063,47,Female,Chennai,Bronze,1537.42,2,Grocery
CUST100064,48,Female,Lucknow,Bronze,3185.56,3,Sports
CUST100065,63,Other,Bangalore,Silver,3490.73,4,Grocery
CUST100066,36,Female,Ahmedabad,Bronze,2033.18,1,Home
CUST100067,22,Other,Delhi,Gold,16076.71,17,Fashion
CUST100068,68,Other,Hyderabad,Bronze,2211.7,4,Sports
CUST100069,21,Other,Mumbai,Platinum,38192.58,15,Fashion
CUST100070,44,Female,Lucknow,Gold,24139.12,18,Home
CUST100071,34,Other,Lucknow,Bronze,2413.13,2,Fashion
CUST100072,68,Female,Lucknow,Bronze,4645.37,4,Sports
CUST100073,49,Female,Mumbai,Gold,16446.43,18,Sports
CUST100074,55,Male,Chennai,Gold,19410.02,17,Sports
CUST100075,58,Female,Mumbai,Gold,23402.67,19,Home
CUST100076,36,Other,Kolkata,Gold,15047.98,18,Sports
CUST100077,47,Female,Delhi,Bronze,2832.98,1,Fashion
CUST100078,26,Female,Ahmedabad,Bronze,1046.42,2,Home
CUST100079,53,Female,Mumbai,Bronze,4965.16,2,Fashion
CUST100080,50,Other,Chennai,Gold,14874.62,17,Home
CUST100081,65,Male,Mumbai,Silver,10689.71,3,Grocery
CUST100082,37,Other,Lucknow,Bronze,4393.67,5,Home
CUST100083,30,Other,Hyderabad,Bronze,2223.37,4,Sports
CUST100084,68,Other,Bangalore,Bronze,4841.71,1,Home
CUST100085,47,Male,Bangalore,Bronze,4419.2,3,Home
CUST100086,43,Other,Mumbai,Gold,17600.19,17,Grocery
CUST100087,33,Other,Chennai,Silver,6905.74,10,Fashion
CUST100088,37,Male,Delhi,Gold,17496.82,17,Grocery
CUST100089,68,Male,Bangalore,Silver,10837.56,5,Fashion
CUST100090,58,Female,Ahmedabad,Bronze,3500.78,5,Grocery
CUST100091,40,Other,Chennai,Gold,16042.43,11,Home
CUST100092,54,Female,Lucknow,Gold,29558.89,17,Grocery
CUST100093,67,Other,Delhi,Silver,10495.55,8,Sports
CUST100094,30,Other,Chennai,Gold,22926.81,17,Fashion
CUST100095,64,Male,Mumbai,Silver,6739.53,7,Grocery
CUST100096,70,Female,Chennai,Silver,7214.98,9,Grocery
CUST100097,41,Male,Kolkata,Silver,4112.3,9,Electronics
CUST100098,24,Other,Hyderabad,Bronze,612.61,2,Home
CUST100099,62,Female,Kolkata,Bronze,1129.0,1,Electronics
CUST100100,42,Female,Pune,Bronze,2386.07,1,Sports
CUST100101,35,Male,Pune,Silver,11555.0,8,Fashion
CUST100102,35,Male,Mumbai,Bronze,912.53,1,Home
CUST100103,68,Other,Hyderabad,Silver,7987.87,8,Electronics
CUST100104,68,Other,Delhi,Platinum,38785.98,15,Grocery
CUST100105,26,Male,Pune,Bronze,3149.84,4,Fashion
CUST100106,48,Female,Pune,Silver,7068.05,7,Sports
CUST100107,19,Male,Ahmedabad,Gold,24248.03,17,Home
CUST100108,22,Male,Chennai,Bronze,3348.85,5,Sports
CUST100109,56,Female,Mumbai,Bronze,4337.57,2,Electronics
CUST100110,44,Female,Ahmedabad,Bronze,2371.95,3,Home
CUST100111,22,Male,Mumbai,Bronze,2443.44,1,Electronics
CUST100112,44,Female,Kolkata,Platinum,56785.52,30,Electronics
CUST100113,32,Male,Pune,Gold,21482.0,17,Sports
CUST100114,62,Female,Delhi,Silver,9861.69,5,Fashion
CUST100115,43,Male,Bangalore,Gold,17523.89,12,Electronics
CUST100116,38,Other,Lucknow,Gold,25088.72,15,Electronics
CUST100117,45,Female,Lucknow,Bronze,2363.83,1,Home
CUST100118,55,Female,Jaipur,Gold,21986.5,20,Grocery
CUST100119,66,Female,Chennai,Silver,7476.47,6,Grocery
CUST100120,60,Female,Mumbai,Gold,10374.83,17,Home
CUST100121,63,Other,Kolkata,Gold,16495.36,19,Grocery
CUST100122,23,Female,Mumbai,Bronze,2460.54,3,Fashion
CUST100123,28,Male,Jaipur,Bronze,2887.72,2,Electronics
CUST100124,34,Male,Bangalore,Bronze,1187.91,4,Sports
CUST100125,66,Other,Ahmedabad,Silver,11878.79,5,Sports
CUST100126,48,Female,Chennai,Gold,11483.81,13,Grocery
CUST100127,22,Other,Mumbai,Gold,21606.59,20,Sports
CUST100128,59,Male,Pune,Bronze,2640.33,3,Sports
CUST100129,29,Male,Hyderabad,Silver,7716.62,9,Home
CUST100130,39,Other,Lucknow,Silver,8825.75,7,Electronics
CUST100131,60,Other,Bangalore,Bronze,866.76,4,Grocery
CUST100132,23,Female,Jaipur,Bronze,3395.72,5,Home
CUST100133,45,Other,Pune,Bronze,2131.69,4,Electronics
CUST100134,27,Male,Chennai,Platinum,53959.24,27,Electronics
CUST100135,27,Male,Bangalore,Bronze,4140.7,2,Sports
CUST100136,66,Other,Ahmedabad,Silver,5785.21,8,Fashion
CUST100137,46,Female,Chennai,Gold,13241.16,12,Home
CUST100138,59,Female,Pune,Bronze,4704.32,1,Sports
CUST100139,50,Male,Kolkata,Platinum,44227.18,27,Electronics
CUST100140,50,Female,Hyderabad,Platinum,76195.42,16,Home
CUST100141,36,Female,Bangalore,Bronze,2518.71,2,Home
CUST100142,36,Male,Chennai,Silver,6778.43,10,Electronics
CUST100143,19,Other,Jaipur,Bronze,1588.72,2,Sports
CUST100144,60,Male,Jaipur,Bronze,804.56,5,Grocery
CUST100145,20,Other,Kolkata,Bronze,1641.43,1,Grocery
CUST100146,40,Other,Pune,Silver,9162.14,5,Fashion
CUST100147,67,Female,Delhi,Silver,10119.98,9,Grocery
CUST100148,34,Male,Hyderabad,Bronze,2106.38,1,Grocery
CUST100149,65,Female,Kolkata,Bronze,4881.76,5,Grocery
CUST100150,64,Female,Mumbai,Platinum,42666.63,24,Home
CUST100151,37,Female,Lucknow,Bronze,1249.9,3,Home
CUST100152,68,Male,Mumbai,Bronze,2134.9,2,Home
CUST100153,22,Male,Pune,Silver,8105.2,8,Grocery
CUST100154,22,Other,Bangalore,Platinum,77828.6,31,Sports
CUST100155,42,Other,Mumbai,Bronze,3987.34,4,Grocery
CUST100156,22,Female,Bangalore,Silver,10294.62,4,Home
CUST100157,36,Female,Bangalore,Gold,12427.25,20,Fashion
CUST100158,19,Female,Jaipur,Bronze,2160.1,1,Sports
CUST100159,63,Other,Ahmedabad,Gold,21498.01,15,Sports
CUST100160,61,Other,Pune,Bronze,4450.82,2,Fashion
CUST100161,25,Other,Bangalore,Silver,5903.95,7,Grocery
CUST100162,30,Other,Jaipur,Silver,5725.42,5,Grocery
CUST100163,57,Other,Lucknow,Silver,8072.56,7,Grocery
CUST100164,67,Other,Kolkata,Bronze,3375.46,3,Sports
CUST100165,69,Other,Kolkata,Gold,13161.61,13,Grocery
CUST100166,27,Female,Pune,Bronze,4889.18,3,Grocery
CUST100167,35,Female,Hyderabad,Bronze,935.65,2,Fashion
CUST100168,64,Female,Hyderabad,Bronze,2742.19,1,Fashion
CUST100169,47,Male,Hyderabad,Silver,3454.86,7,Sports
CUST100170,24,Female,Bangalore,Silver,9874.71,6,Grocery
CUST100171,36,Male,Kolkata,Bronze,2526.59,5,Sports
CUST100172,43,Female,Pune,Silver,9794.69,3,Sports
CUST100173,26,Other,Pune,Bronze,2837.0,5,Home
CUST100174,57,Other,Chennai,Silver,10454.6,10,Sports
CUST100175,39,Other,Mumbai,Bronze,3126.66,1,Home
CUST100176,68,Other,Lucknow,Silver,8251.71,9,Fashion
CUST100177,33,Male,Lucknow,Bronze,1358.53,2,Electronics
CUST100178,57,Female,Delhi,Platinum,51310.4,29,Fashion
CUST100179,52,Female,Jaipur,Bronze,3541.41,3,Grocery
CUST100180,35,Other,Chennai,Bronze,4736.68,4,Fashion
CUST100181,53,Other,Chennai,Bronze,1048.43,3,Grocery
CUST100182,36,Other,Mumbai,Platinum,36769.27,37,Grocery
CUST100183,35,Male,Mumbai,Gold,11015.31,8,Sports
CUST100184,44,Female,Ahmedabad,Bronze,3565.36,2,Electronics
CUST100185,48,Other,Hyderabad,Silver,8813.08,6,Grocery
CUST100186,64,Male,Bangalore,Gold,28392.7,10,Home
CUST100187,36,Male,Delhi,Silver,3965.71,10,Grocery
CUST100188,47,Female,Hyderabad,Silver,9580.07,8,Electronics
CUST100189,54,Other,Hyderabad,Bronze,3249.3,3,Fashion
CUST100190,24,Male,Bangalore,Bronze,1956.21,3,Home
CUST100191,64,Other,Delhi,Gold,11242.49,14,Grocery
CUST100192,50,Other,Chennai,Platinum,37146.71,29,Electronics
CUST100193,65,Other,Pune,Silver,11215.17,6,Home
CUST100194,56,Male,Jaipur,Bronze,2876.78,5,Home
CUST100195,27,Male,Pune,Bronze,2488.28,5,Sports
CUST100196,47,Male,Jaipur,Gold,19247.57,12,Home
CUST100197,65,Male,Lucknow,Gold,11275.2,8,Electronics
CUST100198,44,Male,Bangalore,Gold,18970.74,9,Home
CUST100199,60,Other,Bangalore,Gold,17861.17,20,Grocery
CUST100200,37,Female,Jaipur,Silver,10410.24,6,Home
CUST100201,25,Male,Kolkata,Bronze,3947.24,1,Sports
CUST100202,61,Other,Delhi,Bronze,3832.43,1,Fashion
CUST100203,32,Other,Lucknow,Gold,26367.65,14,Grocery
CUST100204,35,Male,Jaipur,Silver,11204.2,3,Sports
CUST100205,60,Female,Jaipur,Bronze,3633.39,5,Grocery
CUST100206,37,Other,Bangalore,Bronze,4616.34,2,Home
CUST100207,31,Female,Mumbai,Silver,3832.18,9,Home
CUST100208,56,Male,Mumbai,Bronze,4120.93,2,Fashion
CUST100209,31,Male,Mumbai,Bronze,4614.99,2,Home
CUST100210,42,Female,Jaipur,Silver,6236.8,8,Grocery
CUST100211,38,Female,Delhi,Silver,9671.27,9,Sports
CUST100212,30,Female,Hyderabad,Silver,5211.57,7,Home
CUST100213,64,Other,Ahmedabad,Bronze,1257.05,4,Home
CUST100214,21,Other,Delhi,Gold,25286.78,19,Electronics
CUST100215,18,Male,Jaipur,Bronze,2179.4,4,Home
CUST100216,52,Other,Kolkata,Bronze,575.27,5,Electronics
CUST100217,24,Male,Jaipur,Gold,15048.36,13,Fashion
CUST100218,47,Other,Hyderabad,Silver,10452.56,4,Fashion
CUST100219,42,Other,Ahmedabad,Gold,11653.72,16,Electronics
CUST100220,32,Male,Lucknow,Silver,11317.43,3,Home
CUST100221,19,Male,Lucknow,Silver,9414.4,6,Fashion
CUST100222,61,Other,Pune,Bronze,3900.24,5,Home
CUST100223,45,Male,Mumbai,Bronze,3223.26,3,Grocery
CUST100224,68,Female,Ahmedabad,Bronze,2101.15,4,Fashion
CUST100225,36,Male,Mumbai,Bronze,1705.87,4,Electronics
CUST100226,23,Male,Chennai,Platinum,35306.55,15,Home
CUST100227,23,Female,Jaipur,Bronze,3186.16,4,Electronics
CUST100228,64,Other,Hyderabad,Gold,13390.03,10,Sports
CUST100229,28,Female,Chennai,Silver,10044.0,6,Home
CUST100230,26,Female,Delhi,Gold,26081.53,18,Home
CUST100231,26,Female,Pune,Silver,4807.66,7,Sports
CUST100232,58,Female,Lucknow,Silver,5522.7,6,Fashion
CUST100233,29,Other,Jaipur,Silver,7154.6,4,Electronics
CUST100234,44,Other,Ahmedabad,Bronze,3350.01,4,Fashion
CUST100235,48,Other,Kolkata,Gold,23834.18,9,Sports
CUST100236,33,Other,Pune,Bronze,3411.5,4,Fashion
CUST100237,24,Male,Mumbai,Bronze,1499.0,2,Grocery
CUST100238,47,Other,Lucknow,Silver,11979.32,4,Sports
CUST100239,40,Female,Pune,Bronze,4029.21,4,Home
CUST100240,20,Other,Mumbai,Platinum,34039.48,20,Electronics
CUST100241,39,Other,Kolkata,Platinum,60226.34,38,Home
CUST100242,57,Male,Ahmedabad,Platinum,40308.97,32,Sports
CUST100243,29,Female,Pune,Bronze,2558.98,3,Fashion
CUST100244,55,Male,Pune,Bronze,4304.83,3,Grocery
CUST100245,38,Male,Hyderabad,Platinum,46365.48,27,Grocery
CUST100246,45,Male,Ahmedabad,Silver,8807.34,7,Sports
CUST100247,38,Female,Lucknow,Platinum,35732.07,36,Electronics
CUST100248,49,Female,Ahmedabad,Platinum,37129.12,32,Home
CUST100249,36,Male,Ahmedabad,Gold,20994.52,20,Sports
CUST100250,70,Female,Jaipur,Bronze,3920.02,2,Electronics
CUST100251,34,Female,Mumbai,Bronze,4393.81,5,Home
CUST100252,58,Female,Bangalore,Gold,14138.85,17,Sports
CUST100253,28,Female,Chennai,Bronze,3077.31,1,Grocery
CUST100254,44,Male,Chennai,Bronze,3656.42,2,Fashion
CUST100255,54,Other,Chennai,Silver,3679.65,7,Home
CUST100256,47,Female,Pune,Platinum,65201.26,40,Sports
CUST100257,52,Female,Hyderabad,Silver,7452.43,5,Home
CUST100258,68,Female,Delhi,Silver,10055.01,10,Electronics
CUST100259,45,Male,Bangalore,Bronze,1215.4,3,Grocery
CUST100260,59,Male,Delhi,Silver,9533.9,4,Home
CUST100261,48,Male,Bangalore,Platinum,63257.84,19,Sports
CUST100262,48,Male,Hyderabad,Bronze,901.99,3,Home
CUST100263,70,Male,Bangalore,Silver,3076.27,5,Electronics
CUST100264,61,Female,Hyderabad,Gold,12463.14,13,Electronics
CUST100265,26,Male,Chennai,Gold,24423.59,11,Electronics
CUST100266,56,Other,Hyderabad,Silver,3491.12,9,Home
CUST100267,49,Other,Lucknow,Gold,29737.65,17,Electronics
CUST100268,41,Other,Bangalore,Bronze,4795.04,3,Home
CUST100269,68,Female,Jaipur,Bronze,3328.57,1,Grocery
CUST100270,37,Male,Jaipur,Gold,16535.01,19,Fashion
CUST100271,64,Male,Delhi,Gold,19067.44,9,Fashion
CUST100272,63,Male,Delhi,Gold,20344.46,13,Fashion
CUST100273,65,Female,Mumbai,Platinum,39462.23,29,Electronics
CUST100274,50,Female,Delhi,Silver,4501.93,4,Home
CUST100275,50,Male,Delhi,Silver,7245.88,9,Electronics
CUST100276,33,Female,Pune,Gold,12388.02,11,Grocery
CUST100277,51,Male,Kolkata,Silver,10794.29,10,Electronics
CUST100278,30,Female,Lucknow,Gold,17365.47,10,Grocery
CUST100279,44,Male,Hyderabad,Gold,27543.97,19,Sports
CUST100280,37,Male,Hyderabad,Gold,29223.7,9,Sports
CUST100281,32,Other,Kolkata,Bronze,2563.06,4,Grocery
CUST100282,21,Female,Bangalore,Bronze,1812.54,3,Fashion
CUST100283,32,Male,Hyderabad,Bronze,4009.72,4,Fashion
CUST100284,52,Female,Hyderabad,Silver,5385.07,3,Home
CUST100285,27,Male,Hyderabad,Bronze,2283.1,2,Grocery
CUST100286,53,Other,Jaipur,Silver,3917.17,6,Fashion
CUST100287,70,Female,Pune,Silver,5329.39,6,Electronics
CUST100288,69,Male,Mumbai,Bronze,1051.37,4,Grocery
CUST100289,42,Other,Kolkata,Silver,11174.74,3,Fashion
CUST100290,57,Male,Chennai,Bronze,2353.96,2,Home
CUST100291,69,Other,Hyderabad,Bronze,4076.81,5,Sports
CUST100292,50,Female,Kolkata,Gold,14380.4,20,Grocery
CUST100293,51,Female,Lucknow,Bronze,4882.91,1,Fashion
CUST100294,42,Female,Bangalore,Bronze,1564.48,5,Fashion
CUST100295,40,Other,Lucknow,Silver,4694.1,7,Fashion
CUST100296,20,Male,Delhi,Gold,19559.78,20,Fashion
CUST100297,39,Other,Bangalore,Bronze,768.0,1,Grocery
CUST100298,63,Other,Kolkata,Silver,5715.89,10,Sports
CUST100299,29,Other,Jaipur,Bronze,4041.46,3,Sports
CUST100300,64,Male,Lucknow,Bronze,4328.41,3,Home
CUST100301,24,Female,Bangalore,Silver,5141.96,8,Grocery
CUST100302,34,Male,Hyderabad,Silver,10083.18,9,Electronics
CUST100303,49,Female,Pune,Silver,10459.26,5,Sports
CUST100304,69,Male,Chennai,Gold,11484.01,19,Electronics
CUST100305,53,Male,Pune,Platinum,48722.78,16,Sports
CUST100306,24,Female,Hyderabad,Silver,7987.01,7,Fashion
CUST100307,21,Female,Lucknow,Bronze,4279.35,3,Sports
CUST100308,19,Male,Bangalore,Gold,12310.18,18,Grocery
CUST100309,23,Other,Jaipur,Bronze,1331.97,3,Home
CUST100310,32,Female,Lucknow,Silver,9268.24,9,Electronics
CUST100311,32,Other,Delhi,Bronze,4182.82,4,Home
CUST100312,23,Female,Delhi,Bronze,3070.49,2,Sports
CUST100313,29,Male,Hyderabad,Platinum,48946.63,38,Fashion
CUST100314,69,Male,Mumbai,Gold,27132.48,9,Home
CUST100315,27,Male,Lucknow,Silver,11683.48,7,Sports
CUST100316,44,Female,Kolkata,Silver,7257.42,9,Home
CUST100317,39,Other,Hyderabad,Bronze,3855.87,3,Electronics
CUST100318,62,Other,Mumbai,Bronze,1104.73,3,Fashion
CUST100319,23,Male,Ahmedabad,Bronze,4610.45,3,Fashion
CUST100320,28,Male,Chennai,Silver,10024.65,6,Sports
CUST100321,33,Male,Ahmedabad,Gold,15479.55,18,Electronics
CUST100322,61,Male,Hyderabad,Silver,7014.93,8,Grocery
CUST100323,34,Other,Mumbai,Bronze,623.53,2,Grocery
CUST100324,61,Male,Chennai,Platinum,62520.99,20,Home
CUST100325,56,Male,Hyderabad,Gold,24254.81,14,Grocery
CUST100326,47,Female,Hyderabad,Silver,7685.74,8,Home
CUST100327,56,Other,Chennai,Silver,7335.65,7,Grocery
CUST100328,63,Other,Chennai,Silver,9889.27,9,Fashion
CUST100329,61,Male,Delhi,Bronze,4988.61,1,Home
CUST100330,63,Male,Jaipur,Bronze,4579.37,5,Home
CUST100331,48,Male,Chennai,Gold,23594.25,13,Sports
CUST100332,65,Female,Kolkata,Bronze,2172.57,1,Grocery
CUST100333,50,Male,Kolkata,Bronze,1842.6,2,Sports
CUST100334,47,Male,Pune,Bronze,4005.24,1,Fashion
CUST100335,31,Male,Lucknow,Bronze,2703.1,4,Fashion
CUST100336,42,Male,Delhi,Gold,10281.54,8,Sports
CUST100337,18,Other,Hyderabad,Gold,12578.62,10,Fashion
CUST100338,70,Male,Chennai,Silver,7682.6,8,Grocery
CUST100339,66,Male,Bangalore,Bronze,586.06,1,Home
CUST100340,63,Other,Delhi,Silver,5302.1,4,Home
CUST100341,21,Other,Mumbai,Silver,4112.36,3,Home
CUST100342,60,Male,Jaipur,Bronze,3302.59,5,Grocery
CUST100343,68,Male,Ahmedabad,Silver,10001.63,9,Fashion
CUST100344,20,Other,Ahmedabad,Bronze,3596.92,1,Fashion
CUST100345,49,Male,Mumbai,Silver,9512.19,7,Sports
CUST100346,21,Male,Bangalore,Silver,6241.93,4,Electronics
CUST100347,18,Male,Bangalore,Bronze,2108.87,1,Grocery
CUST100348,25,Female,Kolkata,Bronze,1723.25,2,Home
CUST100349,64,Male,Bangalore,Silver,8316.75,9,Electronics
CUST100350,57,Male,Bangalore,Silver,4016.44,8,Home
CUST100351,61,Other,Lucknow,Gold,27462.87,14,Sports
CUST100352,64,Male,Ahmedabad,Silver,8772.64,3,Grocery
CUST100353,28,Other,Ahmedabad,Bronze,4412.37,3,Home
CUST100354,53,Other,Kolkata,Bronze,4176.96,1,Home
CUST100355,25,Female,Delhi,Silver,3322.49,7,Electronics
CUST100356,31,Other,Ahmedabad,Bronze,2135.04,5,Grocery
CUST100357,41,Other,Ahmedabad,Silver,8930.19,8,Electronics
CUST100358,20,Male,Ahmedabad,Platinum,38985.91,27,Fashion
CUST100359,31,Female,Hyderabad,Silver,6730.23,4,Grocery
CUST100360,47,Other,Lucknow,Bronze,1105.86,4,Sports
CUST100361,29,Other,Lucknow,Silver,4155.44,9,Fashion
CUST100362,62,Male,Chennai,Silver,11734.42,7,Home
CUST100363,38,Other,Jaipur,Silver,8617.51,5,Fashion
CUST100364,62,Other,Pune,Platinum,76847.05,40,Electronics
CUST100365,18,Other,Mumbai,Bronze,2213.92,2,Electronics
CUST100366,27,Male,Chennai,Platinum,30636.4,35,Fashion
CUST100367,53,Female,Hyderabad,Platinum,61547.15,40,Sports
CUST100368,61,Female,Jaipur,Bronze,558.34,4,Electronics
CUST100369,63,Other,Pune,Bronze,2959.77,3,Sports
CUST100370,22,Male,Bangalore,Bronze,1037.09,2,Sports
CUST100371,47,Other,Bangalore,Bronze,1191.67,5,Electronics
CUST100372,54,Other,Pune,Bronze,4028.14,1,Electronics
CUST100373,52,Female,Mumbai,Silver,4920.18,10,Grocery
CUST100374,59,Male,Mumbai,Bronze,2505.5,1,Grocery
CUST100375,25,Female,Chennai,Bronze,3757.89,5,Sports
CUST100376,36,Other,Hyderabad,Gold,13347.9,18,Grocery
CUST100377,31,Other,Hyderabad,Bronze,4260.49,4,Home
CUST100378,27,Male,Ahmedabad,Gold,13559.84,12,Grocery
CUST100379,42,Female,Kolkata,Bronze,1923.82,5,Home
CUST100380,55,Male,Mumbai,Bronze,4676.21,1,Grocery
CUST100381,42,Female,Delhi,Silver,4978.79,7,Home
CUST100382,37,Other,Pune,Silver,7995.63,9,Electronics
CUST100383,23,Female,Hyderabad,Gold,27029.18,17,Grocery
CUST100384,30,Male,Bangalore,Gold,28647.4,12,Sports
CUST100385,22,Female,Mumbai,Gold,16617.02,12,Fashion
CUST100386,22,Male,Pune,Bronze,2527.91,5,Home
CUST100387,45,Male,Delhi,Bronze,1607.79,3,Grocery
CUST100388,39,Female,Ahmedabad,Gold,21033.44,12,Home
CUST100389,52,Male,Chennai,Gold,26991.75,20,Electronics
CUST100390,31,Male,Jaipur,Platinum,67635.85,39,Grocery
CUST100391,55,Other,Chennai,Silver,7593.71,5,Fashion
CUST100392,26,Female,Bangalore,Bronze,3048.61,4,Fashion
CUST100393,66,Female,Hyderabad,Gold,23371.71,15,Electronics
CUST100394,20,Male,Pune,Bronze,3666.81,3,Electronics
CUST100395,42,Female,Lucknow,Platinum,53400.45,40,Electronics
CUST100396,48,Other,Delhi,Gold,14599.82,10,Sports
CUST100397,28,Female,Lucknow,Silver,6731.52,10,Electronics
CUST100398,28,Other,Kolkata,Gold,21846.95,17,Electronics
CUST100399,21,Male,Chennai,Gold,29384.87,11,Fashion
CUST100400,56,Female,Ahmedabad,Bronze,1487.14,2,Fashion
CUST100401,61,Female,Ahmedabad,Platinum,30971.36,34,Sports
CUST100402,24,Male,Ahmedabad,Silver,10899.77,10,Sports
CUST100403,56,Other,Delhi,Gold,10868.77,20,Home
CUST100404,42,Female,Lucknow,Bronze,939.73,1,Sports
CUST100405,44,Female,Hyderabad,Gold,21559.74,18,Electronics
CUST100406,62,Female,Kolkata,Bronze,979.62,5,Grocery
CUST100407,57,Female,Kolkata,Bronze,2359.53,5,Fashion
CUST100408,54,Female,Kolkata,Platinum,49562.72,31,Fashion
CUST100409,43,Female,Jaipur,Bronze,3636.76,1,Sports
CUST100410,56,Female,Mumbai,Bronze,1683.91,4,Electronics
CUST100411,21,Male,Ahmedabad,Platinum,53498.43,34,Home
CUST100412,50,Other,Hyderabad,Platinum,25015.8,39,Sports
CUST100413,43,Female,Kolkata,Silver,7659.68,7,Home
CUST100414,55,Female,Pune,Silver,11667.51,7,Grocery
CUST100415,50,Male,Jaipur,Silver,6059.69,7,Electronics
CUST100416,42,Other,Ahmedabad,Bronze,3908.63,5,Fashion
CUST100417,34,Male,Kolkata,Bronze,3546.11,5,Fashion
CUST100418,33,Female,Mumbai,Silver,10389.67,8,Home
CUST100419,54,Female,Bangalore,Gold,24708.58,11,Fashion
CUST100420,57,Female,Bangalore,Gold,29115.59,15,Electronics
CUST100421,57,Female,Ahmedabad,Gold,29687.89,11,Sports
CUST100422,54,Male,Delhi,Bronze,4096.71,4,Sports
CUST100423,62,Other,Ahmedabad,Silver,3106.38,8,Grocery
