Date,Store_ID,City,Product_ID,Product_Name,Category,Units_Sold,Price,Discount,Holiday,Season,Weather,Customer_Footfall,Marketing_Spend,Competitor_Price,Inventory_Level,Profit,Year,Month,Day,Weekday,Quarter,Profit_Margin,Inventory_Ratio,Marketing_Efficiency
2024-08-19,S112,5,P7464,Rice,2,321,461.23,23,0,1,0,830,41298.45,678.12,987,65513.17,2024,8,19,0,3,0.44248963380908396,3.0652173913043477,1.5862964276763978
2025-07-28,S110,7,P8606,T-Shirt,1,123,3767.12,2,0,1,0,1058,6689.9,3538.17,4503,145450.56,2025,7,28,0,3,0.3139062004836187,36.314516129032256,21.73856431870152
2025-12-14,S117,6,P7797,Cricket Bat,4,270,4981.34,2,1,4,0,494,22725.77,5770.05,3071,457017.36,2025,12,14,6,4,0.33979925690138046,11.33210332103321,20.10920865569546
2025-10-22,S111,3,P4109,Lamp,3,210,4770.0,40,0,0,3,153,39552.93,7338.41,1131,430146.96,2025,10,22,2,4,0.4294165224952356,5.360189573459715,10.874948709268587
2024-07-31,S118,4,P3417,Jacket,1,214,1828.86,34,1,1,0,407,6386.39,3075.63,1179,106980.34,2024,7,31,2,3,0.27334342351815016,5.4837209302325585,16.74867825512455
2024-09-28,S101,1,P2862,Sofa,3,332,8103.69,37,0,0,3,975,25688.1,14581.81,455,840992.56,2024,9,28,5,3,0.31258712746346856,1.3663663663663663,32.737330618822774
2024-03-03,S115,6,P9032,Chair,3,209,2261.14,38,0,2,1,184,7183.39,3783.02,4895,71648.38,2024,3,3,6,1,0.15161135086630761,23.30952380952381,9.972785441770283
2025-04-09,S116,7,P2874,Chair,3,241,11689.04,26,0,2,0,978,20537.78,16884.09,2660,951348.01,2025,4,9,2,2,0.3377095736602864,10.991735537190083,46.319596879658874
2025-04-30,S102,8,P8075,Laptop,0,33,17126.32,3,0,2,0,300,21129.62,19634.92,3564,90133.32,2025,4,30,2,2,0.15948013902234937,104.82352941176471,4.265531252750748
2024-12-26,S103,7,P3535,Cricket Bat,4,262,4053.4,35,0,4,0,285,38367.68,6374.63,3615,282413.11,2024,12,26,3,4,0.2659277689338091,13.745247148288973,7.360511490100779
2024-01-27,S119,2,P5477,Smartphone,0,43,41404.09,9,0,4,2,192,7951.86,47316.76,351,402661.33,2024,1,27,5,1,0.22616634533114333,7.9772727272727275,50.63100947332155
2025-03-05,S114,9,P6105,Jacket,1,175,1075.5,10,0,2,3,217,14333.04,1253.06,4078,59736.15,2025,3,5,2,1,0.31738504411213864,23.170454545454547,4.167432907958957
2025-06-08,S103,9,P5640,Chair,3,55,9551.16,14,0,1,2,162,1376.67,10444.37,1830,115963.93,2025,6,8,6,2,0.2207513095005128,32.67857142857143,84.17395312375241
2024-05-02,S100,0,P3116,Table,3,102,5551.0,35,0,3,0,197,20456.49,9160.11,3673,98321.7,2024,5,2,3,2,0.17365096970521174,35.66019417475728,4.806146795134691
2025-08-12,S113,7,P5743,Curtains,3,402,7101.62,39,1,1,2,791,5318.36,12845.15,2093,835932.52,2025,8,12,1,3,0.2928111333706014,5.193548387096774,157.14907808458162
2024-11-13,S110,4,P2251,Milk,2,161,462.54,22,0,4,0,352,12577.17,530.1,1716,30095.81,2024,11,13,2,4,0.4041336678933809,10.592592592592593,2.392701800023374
2024-03-18,S105,0,P8354,Sofa,3,263,8178.48,28,0,2,3,1010,22668.2,10687.07,2350,640547.71,2024,3,18,0,1,0.2977987952846169,8.901515151515152,28.256299737088206
2025-04-07,S101,3,P2257,Bread,2,279,287.95,35,0,2,3,971,45543.45,452.52,1642,24068.46,2025,4,7,0,2,0.29958606680064054,5.864285714285714,0.5284608772309249
2025-04-06,S103,9,P3827,Smartwatch,0,424,6787.1,33,1,2,1,795,19269.75,9470.21,3448,613623.98,2025,4,6,6,2,0.21323184644682264,8.112941176470589,31.842246928635365
2024-03-08,S110,8,P5655,Dumbbell,4,53,9142.77,9,0,2,0,685,48417.13,10645.24,3310,131553.9,2024,3,8,4,1,0.27148708041501973,61.2962962962963,2.717038018609971
2024-11-13,S117,6,P9624,Milk,2,117,438.9,23,0,4,0,419,47607.3,542.94,4083,7703.06,2024,11,13,2,4,0.15000418676476032,34.601694915254235,0.16180077843569293
2024-10-29,S103,5,P1618,Tennis Racket,4,186,2724.3,10,0,0,1,389,36337.97,2612.63,3084,80630.99,2024,10,29,1,4,0.159123110793952,16.49197860962567,2.2188573313993216
2025-04-04,S107,5,P8684,Jacket,1,205,2494.23,29,0,2,0,832,25642.43,3427.28,1427,96178.46,2025,4,4,4,2,0.18809905339757643,6.927184466019417,3.750608245464823
2025-05-07,S111,5,P3042,Smartwatch,0,326,30501.36,28,1,3,1,945,5493.96,47580.07,3795,3359010.05,2025,5,7,2,2,0.3378115196694277,11.605504587155963,611.2892632521438
2024-03-24,S111,4,P2623,Tablet,0,109,34262.9,30,0,2,1,1010,22981.47,41682.06,749,1065716.71,2024,3,24,6,1,0.2853586504635191,6.8090909090909095,46.37085178399014
2025-06-24,S113,8,P5934,Milk,2,311,179.34,39,1,1,2,178,6432.04,329.73,4988,16475.15,2025,6,24,1,2,0.29538200658565894,15.987179487179487,2.5610209170159055
2024-05-27,S109,6,P6780,Smartwatch,0,322,28128.87,23,0,3,3,1127,27660.02,39669.88,4258,3957579.4,2024,5,27,0,2,0.436939624581543,13.18266253869969,143.07423948936085
2025-01-17,S108,3,P6649,Rice,2,279,823.2,2,0,4,0,1168,17588.82,875.98,3906,59825.0,2025,1,17,4,1,0.26047812157938777,13.95,3.4011149630866035
2024-03-05,S114,3,P1717,Milk,2,137,279.75,25,0,2,2,568,2794.42,389.44,2443,7291.88,2024,3,5,1,1,0.19025563085834307,17.702898550724637,2.6085096336149847
2024-05-07,S111,6,P7334,Curtains,3,345,11592.34,33,1,3,0,219,36626.98,15116.38,1578,1676613.08,2024,5,7,1,2,0.41922052345247485,4.5606936416184976,45.77410711701819
2024-10-29,S109,0,P3730,Dumbbell,4,110,9678.24,22,0,0,2,612,32334.0,13493.0,569,363037.87,2024,10,29,1,4,0.3410063371718063,5.126126126126126,11.22739662903974
2025-11-26,S105,3,P8179,Dress,1,337,1181.18,23,0,4,0,834,47523.89,1318.8,1356,134701.11,2025,11,26,2,4,0.33839512497982077,4.011834319526627,2.83432765441435
2025-08-10,S104,5,P6150,Snacks,2,163,147.74,11,0,1,2,1110,19962.38,169.07,2244,9286.57,2025,8,10,6,3,0.3856129441065797,13.682926829268293,0.4651802450286474
2025-12-11,S115,4,P2213,Smartphone,0,60,51400.0,20,0,4,0,182,27949.86,60209.23,2557,729234.22,2025,12,11,3,4,0.2364571931072655,41.91803278688525,26.089867002303325
2025-10-15,S105,9,P2988,Cricket Bat,4,165,716.1,23,0,0,0,1007,40379.42,944.41,806,17737.83,2025,10,15,2,4,0.15012022089160657,4.855421686746988,0.43926809082223517
2025-06-22,S113,6,P3053,Football,4,102,7800.14,33,0,1,0,312,44020.05,12620.85,4915,254767.24,2025,6,22,6,2,0.32021411152385104,47.71844660194175,5.787395802689849
2024-02-26,S103,5,P3697,Jacket,1,272,2105.81,33,1,4,0,211,13279.66,3270.35,4612,205715.55,2024,2,26,0,1,0.35915198840632584,16.893772893772894,15.489858937733516
2025-05-29,S105,7,P3804,Cricket Bat,4,226,1793.4,2,0,3,0,481,38580.99,1784.21,348,147166.87,2025,5,29,3,2,0.36309759901941574,1.5330396475770924,3.8143929330757693
2025-05-09,S107,6,P2195,Snacks,2,175,355.0,29,0,3,1,746,30726.35,471.89,2715,13779.36,2025,5,9,4,2,0.2217969932073528,15.426136363636363,0.44843958232649417
2024-04-18,S110,4,P5382,Chair,3,196,3421.04,18,0,2,2,906,13165.24,4629.22,1408,156675.59,2024,4,18,3,2,0.23366112730439637,7.147208121827411,11.89979751242572
2024-06-12,S115,5,P6055,Curtains,3,222,9858.35,29,0,1,1,490,29583.86,12004.94,2404,543294.93,2024,6,12,2,2,0.24824370622310696,10.780269058295964,18.363951358904522
2024-01-09,S103,6,P6992,Jacket,1,217,2238.08,36,0,4,1,792,28107.92,3049.59,4230,98301.47,2024,1,9,1,1,0.2024061843862704,19.40366972477064,3.4971628223354014
2025-09-17,S103,1,P7114,Headphones,0,305,30655.28,38,0,0,2,1074,2972.49,42604.62,2828,3789664.85,2025,9,17,2,3,0.40531775690279215,9.241830065359476,1274.4838052255095
2024-05-23,S110,7,P7438,Milk,2,279,392.61,31,0,3,0,1022,40971.69,546.53,997,23109.66,2024,5,23,3,2,0.210971616642409,3.5607142857142855,0.5640259402055369
2025-12-05,S100,7,P4728,Lamp,3,321,11088.58,39,1,4,2,352,41261.4,16772.09,4790,1581523.49,2025,12,5,4,4,0.4443186657496597,14.875776397515528,38.3284416320912
2024-06-04,S113,4,P8726,Sofa,3,382,6235.2,20,1,1,2,1126,19464.41,8861.82,3865,818673.72,2024,6,4,1,2,0.34371375764878975,10.091383812010443,42.05787188659268
2025-11-28,S108,7,P5038,Table,3,245,8816.64,18,1,4,1,1051,16535.0,10264.3,2340,725983.98,2025,11,28,4,4,0.3360915889233249,9.512195121951219,43.90324020319303
2024-12-19,S104,2,P2294,Tablet,0,248,35278.6,30,0,4,1,463,41569.63,46937.66,4704,3650401.71,2024,12,19,3,4,0.41723197778494503,18.89156626506024,87.81203724841313
2024-09-02,S107,3,P4814,Cricket Bat,4,204,8577.1,30,0,0,3,331,1253.89,12438.09,1393,536756.21,2024,9,2,0,3,0.3067652689610176,6.795121951219512,427.73168166134076
2024-10-21,S110,2,P4804,Laptop,0,50,66877.27,11,0,0,3,863,39610.07,68071.55,2471,1205403.73,2024,10,21,0,4,0.36048222946832925,48.450980392156865,30.430981288816486
2024-12-09,S109,0,P9092,Tennis Racket,4,23,3402.87,7,0,4,0,382,36824.84,3821.77,1625,17924.06,2024,12,9,0,4,0.22901168704413266,67.70833333333333,0.48672508217056293
2025-08-04,S106,1,P8007,Dumbbell,4,74,10777.1,6,0,1,1,337,24395.25,12964.02,155,302528.59,2025,8,4,0,3,0.37934315009885816,2.066666666666667,12.400618537685096
2024-12-03,S109,7,P5285,Football,4,250,6581.25,19,0,4,1,880,34617.61,9156.32,2647,558973.25,2024,12,3,1,4,0.3397366216225662,10.54581673306773,16.14661160572305
2024-05-16,S115,1,P7121,Sofa,3,215,10842.48,34,0,3,1,556,34336.75,16900.21,770,556838.17,2024,5,16,3,2,0.23887006162064806,3.564814814814815,16.21650137239627
2025-07-31,S103,3,P4312,Tennis Racket,4,128,9714.33,33,0,1,2,288,34334.47,15442.53,4104,393366.88,2025,7,31,3,3,0.31635493940158876,31.813953488372093,11.456574789860165
2024-05-15,S116,6,P1945,Sofa,3,99,10987.02,1,1,3,2,571,41006.21,11916.38,4837,351213.14,2024,5,15,2,2,0.32289048470171416,48.37,8.564668018136324
2025-07-08,S101,8,P5703,Chair,3,235,4023.38,26,0,1,0,833,22978.32,6117.36,3192,387750.1,2025,7,8,1,3,0.410102620288012,13.525423728813559,16.873871811698518
2024-05-01,S105,5,P3086,Sofa,3,202,1238.24,29,0,3,2,1139,19584.55,1602.56,3873,98412.94,2024,5,1,2,2,0.3934542774290728,19.07881773399015,5.024772855498059
2024-04-25,S101,6,P4943,Football,4,205,4844.68,38,0,2,3,551,37286.51,7584.89,2019,222154.15,2024,4,25,3,2,0.22368405949331044,9.800970873786408,5.957870343179257
2024-05-23,S116,2,P6224,Dress,1,242,1634.8,33,0,3,1,896,15724.55,2118.62,4946,119206.23,2024,5,23,3,2,0.3013129937470711,20.353909465020575,7.580417219111573
2025-10-20,S112,5,P7688,Snacks,2,165,287.1,34,0,0,2,543,42617.71,409.0,1282,13324.86,2025,10,20,0,4,0.28127837880626944,7.72289156626506,0.3126528231380068
2025-07-24,S116,1,P5177,Table,3,310,2764.3,23,0,1,3,1146,36504.65,3256.65,2299,375452.97,2025,7,24,3,3,0.438135223949569,7.392282958199357,10.284790710479061
2025-08-24,S117,4,P6455,Table,3,81,6720.18,7,0,1,2,546,35085.69,7667.73,3349,154795.81,2025,8,24,6,3,0.28437569706540217,40.84146341463415,4.411810005446509
2025-01-24,S114,5,P5285,Bread,2,31,895.82,6,0,4,2,705,45802.19,916.03,3490,7810.22,2025,1,24,4,1,0.28123228844617953,109.0625,0.17051694434383283
2024-05-29,S100,2,P7841,Tennis Racket,4,266,3243.68,24,0,3,1,1072,27981.48,4835.81,2865,198593.58,2024,5,29,2,2,0.230168062423411,10.730337078651685,7.097068594349035
2024-05-23,S117,0,P1962,Dress,1,79,753.69,3,0,3,3,894,7737.08,807.47,656,22886.81,2024,5,23,3,2,0.38437764884281833,8.2,2.957685885904514
2024-03-02,S119,7,P1257,Curtains,3,98,14333.22,1,0,2,0,1147,48896.49,12380.76,3627,245232.28,2024,3,2,5,1,0.1745852238784974,36.63636363636363,5.015232479213146
2024-09-03,S106,7,P6807,Yoga Mat,4,209,5077.92,29,0,0,1,512,15698.76,7855.89,760,348543.61,2024,9,3,1,3,0.32841620264797916,3.619047619047619,22.200569308065855
2025-05-02,S101,3,P9189,T-Shirt,1,133,3148.74,2,0,3,1,482,45162.37,3398.35,4743,182602.29,2025,5,2,4,2,0.4360303710208967,35.3955223880597,4.043150234360279
2024-10-14,S117,7,P6152,Smartphone,0,443,5289.0,25,1,0,3,662,8960.06,6502.94,3287,784553.54,2024,10,14,0,4,0.33484599415798705,7.403153153153153,87.55142137202519
2025-12-06,S102,5,P2600,Rice,2,194,562.96,38,0,4,2,718,2451.66,846.25,3790,37488.51,2025,12,6,5,4,0.34325346902135634,19.435897435897434,15.284837686430246
2025-03-18,S105,7,P5839,Chair,3,217,7432.8,24,0,2,1,847,16517.23,8625.62,142,676345.67,2025,3,18,1,1,0.41933031834340556,0.6513761467889908,40.945408194461514
2025-03-17,S114,5,P7685,Tennis Racket,4,214,9101.0,5,0,2,0,838,1604.69,9332.29,793,542238.86,2025,3,17,0,1,0.27841172921753016,3.688372093023256,337.69834775081114
2025-01-24,S105,1,P5397,Bread,2,83,94.62,17,0,4,2,663,24727.33,99.53,2161,1835.59,2025,1,24,4,1,0.2337003434991075,25.726190476190474,0.0742302452288529
2025-09-23,S106,0,P5991,Smartphone,0,241,4650.73,21,1,0,2,735,22100.19,6458.4,4969,301543.22,2025,9,23,1,3,0.2690363801305167,20.53305785123967,13.643754929033232
2025-05-05,S110,1,P5775,Lamp,3,156,9991.5,25,0,3,0,283,46671.29,12122.22,4569,688817.27,2025,5,5,0,2,0.44192488491827997,29.101910828025478,14.758591661133405
2025-12-26,S106,0,P7703,Rice,2,195,586.32,16,0,4,1,916,39664.76,608.79,4998,33120.93,2025,12,26,4,4,0.2896872654884749,25.5,0.8350005142974696
2025-12-09,S113,5,P9796,Tablet,0,176,12587.64,22,0,4,1,140,28597.79,16840.15,3373,989930.75,2025,12,9,1,4,0.4468354667954462,19.056497175141242,34.614427743271655
2025-06-06,S116,5,P4621,Tennis Racket,4,227,8287.02,37,1,1,1,756,49887.43,13086.01,2520,649941.19,2025,6,6,4,2,0.3455012207556323,11.052631578947368,13.027894243214307
2024-07-30,S116,0,P2599,Snacks,2,82,368.48,2,0,1,3,96,42609.82,392.69,1446,8919.63,2024,7,30,1,3,0.29519207475685355,17.42168674698795,0.20932781861508412
2024-12-04,S117,6,P7636,Table,3,92,15008.4,1,0,4,1,970,30017.95,14654.43,1859,382191.87,2024,12,4,2,4,0.2767954244207125,19.989247311827956,12.73168681782674
2025-07-03,S105,9,P8496,Milk,2,287,441.6,40,0,1,0,845,30954.11,755.21,2950,50472.84,2025,7,3,3,3,0.39823860148555856,10.243055555555555,1.6305172231660618
2024-10-31,S119,7,P6131,Smartphone,0,269,15744.96,23,0,0,1,1096,20034.7,21039.51,4808,1098447.41,2024,10,31,3,4,0.25934944621602773,17.807407407407407,54.82450875187789
2025-10-22,S105,5,P5732,Shoes,1,163,1971.04,3,0,0,0,69,24745.84,1846.15,3245,95859.72,2025,10,22,2,4,0.29836766947463855,19.786585365853657,3.8736145705875984
2025-12-02,S115,6,P3740,Curtains,3,164,8061.48,2,0,4,0,510,27342.82,7407.21,3846,300436.06,2025,12,2,1,4,0.22724435333036247,23.30909090909091,10.987347780961109
2025-07-16,S116,8,P5389,Football,4,159,9324.72,28,0,1,1,920,6018.41,14233.42,2127,512140.46,2025,7,16,2,3,0.34542667339020755,13.29375,85.08150466573967
2025-03-25,S103,4,P6744,Dress,1,152,1617.33,13,0,2,1,171,28933.64,1877.0,4989,86755.84,2025,3,25,1,1,0.35290248961946696,32.6078431372549,2.9983383238913635
2024-10-23,S118,2,P3221,Football,4,141,11032.64,8,0,0,1,349,35858.35,13173.75,3317,430547.67,2024,10,23,2,4,0.2767721607471067,23.359154929577464,12.006566488238075
2025-02-28,S112,0,P7600,Laptop,0,202,50081.58,31,0,4,0,55,43576.48,80141.43,863,1972391.0,2025,2,28,4,1,0.19496810835439823,4.251231527093596,45.26170398104709
2025-02-11,S106,6,P5399,Shoes,1,45,2597.16,8,0,4,2,753,44813.58,3045.1,476,30637.6,2025,2,11,1,1,0.2621439303450235,10.347826086956522,0.6836525077329744
2024-01-17,S103,1,P1011,Curtains,3,95,4310.82,19,0,4,1,611,5573.66,5099.17,775,163951.41,2024,1,17,2,1,0.4003414899412472,8.072916666666666,29.410118285240717
2024-11-08,S107,6,P1017,Laptop,0,355,28356.78,14,1,4,2,69,1395.07,31425.65,1087,4130827.04,2024,11,8,4,4,0.41034741430917204,3.053370786516854,2958.8967888429665
